Patron;H0_1;H0_2;Qmax_1;Qmax_2;PS1;PS2;Altura;Bomba
1.277;92.34902292;42.59005091;19.29471743;24.67996778;0.3388;0.6612;0;0
1.318;92.34902292;42.59005091;19.29471743;24.67996778;0.9059;0.0941;0;0
1.325;92.34902292;42.59005091;19.29471743;24.67996778;0.5639;0.4361;0;0
1.298;92.34902292;42.59005091;19.29471743;24.67996778;0.3386;0.6614;0;0
1.305;92.34902292;42.59005091;19.29471743;24.67996778;0.4655;0.5345;0;0
1.285;92.34902292;42.59005091;19.29471743;24.67996778;0.7534;0.2466;1;0
1.2;92.34902292;42.59005091;19.29471743;24.67996778;0.4109;0.5891;0;0
1.177;92.34902292;42.59005091;19.29471743;24.67996778;0.8767;0.1233;1;0
1.185;92.34902292;42.59005091;19.29471743;24.67996778;0.4444;0.5556;0;0
1.136;92.34902292;42.59005091;19.29471743;24.67996778;0.3385;0.6615;0;0
1.093;92.34902292;42.59005091;19.29471743;24.67996778;0.2626;0.7374;0;0
1.087;92.34902292;42.59005091;19.29471743;24.67996778;0.3434;0.6566;0;0
0.918;92.34902292;42.59005091;19.29471743;24.67996778;0.8475;0.1525;1;0
0.759;92.34902292;42.59005091;19.29471743;24.67996778;0.8261;0.1739;1;1
0.654;65.08605661;26.57670026;38.31341299;16.61402384;0.5597;0.4403;0;0
0.587;65.08605661;26.57670026;38.31341299;16.61402384;0.497;0.503;0;0
0.55;65.08605661;26.57670026;38.31341299;16.61402384;0.234;0.766;0;0
0.542;65.08605661;26.57670026;38.31341299;16.61402384;0.9123;0.0877;1;1
0.542;65.08605661;26.57670026;38.31341299;16.61402384;0.4711;0.5289;0;0
0.581;65.08605661;26.57670026;38.31341299;16.61402384;0.3725;0.6275;0;0
0.782;65.08605661;26.57670026;38.31341299;16.61402384;0.4022;0.5978;0;0
1.121;65.08605661;26.57670026;38.31341299;16.61402384;0.5643;0.4357;0;0
1.103;65.08605661;26.57670026;38.31341299;16.61402384;0.7759;0.2241;1;1
1.176;65.08605661;26.57670026;38.31341299;16.61402384;0.2689;0.7311;0;0
1.277;65.08605661;26.57670026;38.31341299;16.61402384;0.4545;0.5455;0;0
1.318;65.08605661;26.57670026;38.31341299;16.61402384;0.2435;0.7565;0;0
1.325;65.08605661;26.57670026;38.31341299;16.61402384;0.6279;0.3721;0;0
1.298;65.08605661;26.57670026;38.31341299;16.61402384;0.5366;0.4634;0;0
1.305;65.08605661;26.57670026;38.31341299;16.61402384;0.338;0.662;0;0
1.285;65.08605661;26.57670026;38.31341299;16.61402384;0.3571;0.6429;0;0
1.2;65.08605661;26.57670026;38.31341299;16.61402384;0.2976;0.7024;0;0
1.177;65.08605661;26.57670026;38.31341299;16.61402384;0.6515;0.3485;1;1
1.185;65.08605661;26.57670026;38.31341299;16.61402384;0.8659;0.1341;0;0
1.136;65.08605661;26.57670026;38.31341299;16.61402384;0.1327;0.8673;0;0
1.093;65.08605661;26.57670026;38.31341299;16.61402384;0.4514;0.5486;0;0
1.087;65.08605661;26.57670026;38.31341299;16.61402384;0.8725;0.1275;0;0
0.918;65.08605661;26.57670026;38.31341299;16.61402384;0.3765;0.6235;0;0
0.759;65.08605661;26.57670026;38.31341299;16.61402384;0.3434;0.6566;0;0
0.654;44.44081463;33.16201133;12.99202022;16.5711149;0.1458;0.8542;0;0
0.587;44.44081463;33.16201133;12.99202022;16.5711149;0.4819;0.5181;0;0
0.55;44.44081463;33.16201133;12.99202022;16.5711149;0.516;0.484;1;0
0.542;44.44081463;33.16201133;12.99202022;16.5711149;0.5476;0.4524;1;1
0.542;44.44081463;33.16201133;12.99202022;16.5711149;0.2;0.8;0;0
0.581;44.44081463;33.16201133;12.99202022;16.5711149;0.496;0.504;0;0
0.782;44.44081463;33.16201133;12.99202022;16.5711149;0.2794;0.7206;0;0
1.121;44.44081463;33.16201133;12.99202022;16.5711149;0.975;0.025;0;0
1.103;44.44081463;33.16201133;12.99202022;16.5711149;0.4766;0.5234;0;0
1.176;44.44081463;33.16201133;12.99202022;16.5711149;0.4375;0.5625;0;0
1.277;44.44081463;33.16201133;12.99202022;16.5711149;0.7091;0.2909;1;0
1.318;44.44081463;33.16201133;12.99202022;16.5711149;0.5446;0.4554;0;0
1.325;44.44081463;33.16201133;12.99202022;16.5711149;0.287;0.713;0;0
1.298;44.44081463;33.16201133;12.99202022;16.5711149;0.475;0.525;0;0
1.305;44.44081463;33.16201133;12.99202022;16.5711149;0.4811;0.5189;0;0
1.285;44.44081463;33.16201133;12.99202022;16.5711149;0.3037;0.6963;0;0
1.2;44.44081463;33.16201133;12.99202022;16.5711149;0.3356;0.6644;0;0
1.177;44.44081463;33.16201133;12.99202022;16.5711149;0.6308;0.3692;1;0
1.185;44.44081463;33.16201133;12.99202022;16.5711149;0.197;0.803;0;0
1.136;44.44081463;33.16201133;12.99202022;16.5711149;0.6786;0.3214;1;0
1.093;44.44081463;33.16201133;12.99202022;16.5711149;0.8556;0.1444;0;0
1.087;44.44081463;33.16201133;12.99202022;16.5711149;0.6429;0.3571;1;0
0.918;44.44081463;33.16201133;12.99202022;16.5711149;0.1429;0.8571;0;0
0.759;44.44081463;33.16201133;12.99202022;16.5711149;0.188;0.812;0;0
0.654;49.3713036;19.13351103;50.45435087;33.03222775;0.7706;0.2294;1;1
0.587;49.3713036;19.13351103;50.45435087;33.03222775;0.908;0.092;1;1
0.55;49.3713036;19.13351103;50.45435087;33.03222775;0.8548;0.1452;1;1
0.542;49.3713036;19.13351103;50.45435087;33.03222775;0.8407;0.1593;1;1
0.542;49.3713036;19.13351103;50.45435087;33.03222775;0.2449;0.7551;0;0
0.581;49.3713036;19.13351103;50.45435087;33.03222775;0.3208;0.6792;0;0
0.782;49.3713036;19.13351103;50.45435087;33.03222775;0.2118;0.7882;0;0
1.121;49.3713036;19.13351103;50.45435087;33.03222775;0.71;0.29;1;1
1.103;49.3713036;19.13351103;50.45435087;33.03222775;0.7519;0.2481;1;1
1.176;49.3713036;19.13351103;50.45435087;33.03222775;0.3178;0.6822;0;0
1.277;49.3713036;19.13351103;50.45435087;33.03222775;0.5714;0.4286;0;0
1.318;49.3713036;19.13351103;50.45435087;33.03222775;0.6099;0.3901;0;0
1.325;49.3713036;19.13351103;50.45435087;33.03222775;0.699;0.301;1;1
1.298;49.3713036;19.13351103;50.45435087;33.03222775;0.4686;0.5314;0;0
1.305;49.3713036;19.13351103;50.45435087;33.03222775;0.74;0.26;1;1
1.285;49.3713036;19.13351103;50.45435087;33.03222775;0.5;0.5;0;0
1.2;49.3713036;19.13351103;50.45435087;33.03222775;0.4522;0.5478;0;0
1.177;49.3713036;19.13351103;50.45435087;33.03222775;0.4947;0.5053;0;0
1.185;49.3713036;19.13351103;50.45435087;33.03222775;0.0825;0.9175;0;0
1.136;49.3713036;19.13351103;50.45435087;33.03222775;0.6456;0.3544;0;0
1.093;49.3713036;19.13351103;50.45435087;33.03222775;0.5962;0.4038;0;0
1.087;49.3713036;19.13351103;50.45435087;33.03222775;0.5;0.5;0;0
0.918;49.3713036;19.13351103;50.45435087;33.03222775;0.8571;0.1429;0;0
0.759;49.3713036;19.13351103;50.45435087;33.03222775;0.5342;0.4658;0;0
0.654;102.7459977;104.9790522;21.18031887;48.633703;0.8696;0.1304;1;1
0.587;102.7459977;104.9790522;21.18031887;48.633703;0.4245;0.5755;1;1
0.55;102.7459977;104.9790522;21.18031887;48.633703;0.4211;0.5789;1;1
0.542;102.7459977;104.9790522;21.18031887;48.633703;0.5429;0.4571;1;1
0.542;102.7459977;104.9790522;21.18031887;48.633703;0.25;0.75;1;1
0.581;102.7459977;104.9790522;21.18031887;48.633703;0.6667;0.3333;1;1
0.782;102.7459977;104.9790522;21.18031887;48.633703;0.2609;0.7391;0;0
1.121;102.7459977;104.9790522;21.18031887;48.633703;0.254;0.746;0;0
1.103;102.7459977;104.9790522;21.18031887;48.633703;0.3714;0.6286;0;0
1.176;102.7459977;104.9790522;21.18031887;48.633703;0.7885;0.2115;1;1
1.277;102.7459977;104.9790522;21.18031887;48.633703;0.0282;0.9718;0;0
1.318;102.7459977;104.9790522;21.18031887;48.633703;0.5796;0.4204;1;1
1.325;102.7459977;104.9790522;21.18031887;48.633703;0.5546;0.4454;1;1
1.298;102.7459977;104.9790522;21.18031887;48.633703;0.3857;0.6143;0;0
1.305;102.7459977;104.9790522;21.18031887;48.633703;0.9318;0.0682;0;0
1.285;102.7459977;104.9790522;21.18031887;48.633703;0.7963;0.2037;1;0
1.2;102.7459977;104.9790522;21.18031887;48.633703;0.3152;0.6848;0;0
1.177;102.7459977;104.9790522;21.18031887;48.633703;0.1212;0.8788;0;0
1.185;102.7459977;104.9790522;21.18031887;48.633703;0.5909;0.4091;1;1
1.136;102.7459977;104.9790522;21.18031887;48.633703;0.2135;0.7865;0;0
1.093;102.7459977;104.9790522;21.18031887;48.633703;0.8257;0.1743;1;0
1.087;102.7459977;104.9790522;21.18031887;48.633703;0.2353;0.7647;0;0
0.918;102.7459977;104.9790522;21.18031887;48.633703;0.7132;0.2868;1;1
0.759;102.7459977;104.9790522;21.18031887;48.633703;0.75;0.25;1;1
0.654;49.3713036;68.9227472;50.45435087;15.97340935;0.5;0.5;1;1
0.587;49.3713036;68.9227472;50.45435087;15.97340935;0.0566;0.9434;0;0
0.55;49.3713036;68.9227472;50.45435087;15.97340935;0.8488;0.1512;1;1
0.542;49.3713036;68.9227472;50.45435087;15.97340935;0.1458;0.8542;0;0
0.542;49.3713036;68.9227472;50.45435087;15.97340935;0.0909;0.9091;0;0
0.581;49.3713036;68.9227472;50.45435087;15.97340935;0.3043;0.6957;0;0
0.782;49.3713036;68.9227472;50.45435087;15.97340935;0.5263;0.4737;1;1
1.121;49.3713036;68.9227472;50.45435087;15.97340935;0.2889;0.7111;0;0
1.103;49.3713036;68.9227472;50.45435087;15.97340935;0.5577;0.4423;1;0
1.176;49.3713036;68.9227472;50.45435087;15.97340935;0.55;0.45;1;0
1.277;49.3713036;68.9227472;50.45435087;15.97340935;0.5037;0.4963;0;0
1.318;49.3713036;68.9227472;50.45435087;15.97340935;0.315;0.685;0;0
1.325;49.3713036;68.9227472;50.45435087;15.97340935;0.2;0.8;0;0
1.298;49.3713036;68.9227472;50.45435087;15.97340935;0.037;0.963;0;0
1.305;49.3713036;68.9227472;50.45435087;15.97340935;0.4826;0.5174;0;0
1.285;49.3713036;68.9227472;50.45435087;15.97340935;0.3171;0.6829;0;0
1.2;49.3713036;68.9227472;50.45435087;15.97340935;0.63;0.37;1;1
1.177;49.3713036;68.9227472;50.45435087;15.97340935;0.559;0.441;1;0
1.185;49.3713036;68.9227472;50.45435087;15.97340935;0.4878;0.5122;0;0
1.136;49.3713036;68.9227472;50.45435087;15.97340935;0.068;0.932;0;0
1.093;49.3713036;68.9227472;50.45435087;15.97340935;0.4648;0.5352;0;0
1.087;49.3713036;68.9227472;50.45435087;15.97340935;0.2;0.8;0;0
0.918;49.3713036;68.9227472;50.45435087;15.97340935;0.9041;0.0959;0;0
0.759;49.3713036;68.9227472;50.45435087;15.97340935;0.8904;0.1096;0;0
0.654;49.13697648;55.84691613;14.27485261;14.40606433;0.5827;0.4173;1;1
0.587;49.13697648;55.84691613;14.27485261;14.40606433;0.5294;0.4706;1;1
0.55;49.13697648;55.84691613;14.27485261;14.40606433;0.4182;0.5818;1;0
0.542;49.13697648;55.84691613;14.27485261;14.40606433;0.4529;0.5471;1;1
0.542;49.13697648;55.84691613;14.27485261;14.40606433;0.7864;0.2136;1;1
0.581;49.13697648;55.84691613;14.27485261;14.40606433;0.15;0.85;0;0
0.782;49.13697648;55.84691613;14.27485261;14.40606433;0.4643;0.5357;0;0
1.121;49.13697648;55.84691613;14.27485261;14.40606433;0.5263;0.4737;0;0
1.103;49.13697648;55.84691613;14.27485261;14.40606433;0.0581;0.9419;0;0
1.176;49.13697648;55.84691613;14.27485261;14.40606433;0.371;0.629;0;0
1.277;49.13697648;55.84691613;14.27485261;14.40606433;0.3247;0.6753;0;0
1.318;49.13697648;55.84691613;14.27485261;14.40606433;0.8214;0.1786;0;0
1.325;49.13697648;55.84691613;14.27485261;14.40606433;0.871;0.129;0;0
1.298;49.13697648;55.84691613;14.27485261;14.40606433;0.1321;0.8679;0;0
1.305;49.13697648;55.84691613;14.27485261;14.40606433;0.3906;0.6094;0;0
1.285;49.13697648;55.84691613;14.27485261;14.40606433;0.5101;0.4899;0;0
1.2;49.13697648;55.84691613;14.27485261;14.40606433;0.1111;0.8889;0;0
1.177;49.13697648;55.84691613;14.27485261;14.40606433;0.0571;0.9429;0;0
1.185;49.13697648;55.84691613;14.27485261;14.40606433;0.26;0.74;0;0
1.136;49.13697648;55.84691613;14.27485261;14.40606433;0.8636;0.1364;0;0
1.093;49.13697648;55.84691613;14.27485261;14.40606433;0.5035;0.4965;0;0
1.087;49.13697648;55.84691613;14.27485261;14.40606433;0.7412;0.2588;1;0
0.918;49.13697648;55.84691613;14.27485261;14.40606433;0.6471;0.3529;1;1
0.759;49.13697648;55.84691613;14.27485261;14.40606433;0.5;0.5;1;0
0.654;67.24186368;27.26322198;38.70469967;43.87443836;0.4878;0.5122;0;0
0.587;67.24186368;27.26322198;38.70469967;43.87443836;0.1681;0.8319;0;0
0.55;67.24186368;27.26322198;38.70469967;43.87443836;0.0777;0.9223;0;0
0.542;67.24186368;27.26322198;38.70469967;43.87443836;0.7789;0.2211;1;1
0.542;67.24186368;27.26322198;38.70469967;43.87443836;0.4907;0.5093;0;0
0.581;67.24186368;27.26322198;38.70469967;43.87443836;0.4713;0.5287;0;0
0.782;67.24186368;27.26322198;38.70469967;43.87443836;0.7188;0.2812;1;1
1.121;67.24186368;27.26322198;38.70469967;43.87443836;0.3889;0.6111;0;0
1.103;67.24186368;27.26322198;38.70469967;43.87443836;0.8033;0.1967;1;1
1.176;67.24186368;27.26322198;38.70469967;43.87443836;0.4474;0.5526;0;0
1.277;67.24186368;27.26322198;38.70469967;43.87443836;0.6267;0.3733;0;0
1.318;67.24186368;27.26322198;38.70469967;43.87443836;0.4732;0.5268;0;0
1.325;67.24186368;27.26322198;38.70469967;43.87443836;0.2549;0.7451;0;0
1.298;67.24186368;27.26322198;38.70469967;43.87443836;0.275;0.725;0;0
1.305;67.24186368;27.26322198;38.70469967;43.87443836;0.0104;0.9896;0;0
1.285;67.24186368;27.26322198;38.70469967;43.87443836;0.56;0.44;0;0
1.2;67.24186368;27.26322198;38.70469967;43.87443836;0.88;0.12;0;0
1.177;67.24186368;27.26322198;38.70469967;43.87443836;0.4035;0.5965;0;0
1.185;67.24186368;27.26322198;38.70469967;43.87443836;0.9302;0.0698;0;0
1.136;67.24186368;27.26322198;38.70469967;43.87443836;0.569;0.431;0;0
1.093;67.24186368;27.26322198;38.70469967;43.87443836;0.535;0.465;0;0
1.087;67.24186368;27.26322198;38.70469967;43.87443836;0.7091;0.2909;1;1
0.918;67.24186368;27.26322198;38.70469967;43.87443836;0.3636;0.6364;0;0
0.759;67.24186368;27.26322198;38.70469967;43.87443836;0.2083;0.7917;0;0
0.654;100.4666344;59.30042505;30.18161687;23.48867456;0.3964;0.6036;0;0
0.587;100.4666344;59.30042505;30.18161687;23.48867456;0.6917;0.3083;1;1
0.55;100.4666344;59.30042505;30.18161687;23.48867456;0.5882;0.4118;1;1
0.542;100.4666344;59.30042505;30.18161687;23.48867456;0.5391;0.4609;1;1
0.542;100.4666344;59.30042505;30.18161687;23.48867456;0.4423;0.5577;1;1
0.581;100.4666344;59.30042505;30.18161687;23.48867456;0.1026;0.8974;0;0
0.782;100.4666344;59.30042505;30.18161687;23.48867456;0.7432;0.2568;1;1
1.121;100.4666344;59.30042505;30.18161687;23.48867456;0.4755;0.5245;0;0
1.103;100.4666344;59.30042505;30.18161687;23.48867456;0.7231;0.2769;1;1
1.176;100.4666344;59.30042505;30.18161687;23.48867456;0.2523;0.7477;0;0
1.277;100.4666344;59.30042505;30.18161687;23.48867456;0.5385;0.4615;0;0
1.318;100.4666344;59.30042505;30.18161687;23.48867456;0.6667;0.3333;1;1
1.325;100.4666344;59.30042505;30.18161687;23.48867456;0.9231;0.0769;0;0
1.298;100.4666344;59.30042505;30.18161687;23.48867456;0.6284;0.3716;1;1
1.305;100.4666344;59.30042505;30.18161687;23.48867456;0.5484;0.4516;0;0
1.285;100.4666344;59.30042505;30.18161687;23.48867456;0.81;0.19;1;1
1.2;100.4666344;59.30042505;30.18161687;23.48867456;0.72;0.28;1;1
1.177;100.4666344;59.30042505;30.18161687;23.48867456;0.4571;0.5429;0;0
1.185;100.4666344;59.30042505;30.18161687;23.48867456;0.2745;0.7255;0;0
1.136;100.4666344;59.30042505;30.18161687;23.48867456;0.6547;0.3453;1;1
1.093;100.4666344;59.30042505;30.18161687;23.48867456;0.1667;0.8333;0;0
1.087;100.4666344;59.30042505;30.18161687;23.48867456;0.5938;0.4062;1;1
0.918;100.4666344;59.30042505;30.18161687;23.48867456;0.2308;0.7692;0;0
0.759;100.4666344;59.30042505;30.18161687;23.48867456;0.4079;0.5921;0;0
0.654;22.82928571;34.82608383;9.022997465;20.48104949;0.5164;0.4836;0;0
0.587;22.82928571;34.82608383;9.022997465;20.48104949;1;0;0;0
0.55;22.82928571;34.82608383;9.022997465;20.48104949;0.7913;0.2087;1;0
0.542;22.82928571;34.82608383;9.022997465;20.48104949;0.4384;0.5616;0;0
0.542;22.82928571;34.82608383;9.022997465;20.48104949;0.1311;0.8689;0;0
0.581;22.82928571;34.82608383;9.022997465;20.48104949;0.6596;0.3404;1;0
0.782;22.82928571;34.82608383;9.022997465;20.48104949;0.7143;0.2857;1;0
1.121;22.82928571;34.82608383;9.022997465;20.48104949;0.9268;0.0732;0;0
1.103;22.82928571;34.82608383;9.022997465;20.48104949;0.8641;0.1359;0;0
1.176;22.82928571;34.82608383;9.022997465;20.48104949;0.8846;0.1154;0;0
1.277;22.82928571;34.82608383;9.022997465;20.48104949;0.2353;0.7647;0;0
1.318;22.82928571;34.82608383;9.022997465;20.48104949;0.3411;0.6589;0;0
1.325;22.82928571;34.82608383;9.022997465;20.48104949;0.1545;0.8455;0;0
1.298;22.82928571;34.82608383;9.022997465;20.48104949;0.4262;0.5738;0;0
1.305;22.82928571;34.82608383;9.022997465;20.48104949;0.1839;0.8161;0;0
1.285;22.82928571;34.82608383;9.022997465;20.48104949;0.1667;0.8333;0;0
1.2;22.82928571;34.82608383;9.022997465;20.48104949;0.5521;0.4479;0;0
1.177;22.82928571;34.82608383;9.022997465;20.48104949;0.2131;0.7869;0;0
1.185;22.82928571;34.82608383;9.022997465;20.48104949;0.431;0.569;0;0
1.136;22.82928571;34.82608383;9.022997465;20.48104949;0.5432;0.4568;0;0
1.093;22.82928571;34.82608383;9.022997465;20.48104949;0.3974;0.6026;0;0
1.087;22.82928571;34.82608383;9.022997465;20.48104949;0.5673;0.4327;0;0
0.918;22.82928571;34.82608383;9.022997465;20.48104949;0.4663;0.5337;0;0
0.759;22.82928571;34.82608383;9.022997465;20.48104949;0.5663;0.4337;1;0
0.654;63.53849545;102.7459977;38.94122729;21.18031887;0.7674;0.2326;1;1
0.587;63.53849545;102.7459977;38.94122729;21.18031887;0.1149;0.8851;0;0
0.55;63.53849545;102.7459977;38.94122729;21.18031887;0.1237;0.8763;0;0
0.542;63.53849545;102.7459977;38.94122729;21.18031887;0.1402;0.8598;0;0
0.542;63.53849545;102.7459977;38.94122729;21.18031887;0.3409;0.6591;1;1
0.581;63.53849545;102.7459977;38.94122729;21.18031887;0.7111;0.2889;1;1
0.782;63.53849545;102.7459977;38.94122729;21.18031887;0.2439;0.7561;0;0
1.121;63.53849545;102.7459977;38.94122729;21.18031887;0.787;0.213;1;1
1.103;63.53849545;102.7459977;38.94122729;21.18031887;1;0;0;0
1.176;63.53849545;102.7459977;38.94122729;21.18031887;0.2773;0.7227;0;0
1.277;63.53849545;102.7459977;38.94122729;21.18031887;0.4737;0.5263;0;0
1.318;63.53849545;102.7459977;38.94122729;21.18031887;0.1889;0.8111;0;0
1.325;63.53849545;102.7459977;38.94122729;21.18031887;0.8627;0.1373;0;0
1.298;63.53849545;102.7459977;38.94122729;21.18031887;0.3667;0.6333;0;0
1.305;63.53849545;102.7459977;38.94122729;21.18031887;0.5472;0.4528;1;1
1.285;63.53849545;102.7459977;38.94122729;21.18031887;0.625;0.375;1;1
1.2;63.53849545;102.7459977;38.94122729;21.18031887;0.3836;0.6164;0;0
1.177;63.53849545;102.7459977;38.94122729;21.18031887;0.3333;0.6667;0;0
1.185;63.53849545;102.7459977;38.94122729;21.18031887;0.5423;0.4577;1;1
1.136;63.53849545;102.7459977;38.94122729;21.18031887;0.7632;0.2368;1;1
1.093;63.53849545;102.7459977;38.94122729;21.18031887;0.9028;0.0972;0;0
1.087;63.53849545;102.7459977;38.94122729;21.18031887;0.2435;0.7565;0;0
0.918;63.53849545;102.7459977;38.94122729;21.18031887;0.6176;0.3824;1;1
0.759;63.53849545;102.7459977;38.94122729;21.18031887;0.989;0.011;0;0
0.654;49.3713036;62.74495772;50.45435087;25.05437176;0.3226;0.6774;0;0
0.587;49.3713036;62.74495772;50.45435087;25.05437176;0.5714;0.4286;1;1
0.55;49.3713036;62.74495772;50.45435087;25.05437176;0.3964;0.6036;1;1
0.542;49.3713036;62.74495772;50.45435087;25.05437176;0.56;0.44;1;1
0.542;49.3713036;62.74495772;50.45435087;25.05437176;0.5839;0.4161;1;1
0.581;49.3713036;62.74495772;50.45435087;25.05437176;0.68;0.32;1;1
0.782;49.3713036;62.74495772;50.45435087;25.05437176;0.5078;0.4922;1;1
1.121;49.3713036;62.74495772;50.45435087;25.05437176;0.1239;0.8761;0;0
1.103;49.3713036;62.74495772;50.45435087;25.05437176;0.5385;0.4615;1;0
1.176;49.3713036;62.74495772;50.45435087;25.05437176;0.5357;0.4643;0;0
1.277;49.3713036;62.74495772;50.45435087;25.05437176;0.72;0.28;1;1
1.318;49.3713036;62.74495772;50.45435087;25.05437176;0.7521;0.2479;1;1
1.325;49.3713036;62.74495772;50.45435087;25.05437176;0.2933;0.7067;0;0
1.298;49.3713036;62.74495772;50.45435087;25.05437176;0.3916;0.6084;0;0
1.305;49.3713036;62.74495772;50.45435087;25.05437176;0.4557;0.5443;0;0
1.285;49.3713036;62.74495772;50.45435087;25.05437176;0.6216;0.3784;1;1
1.2;49.3713036;62.74495772;50.45435087;25.05437176;0.7475;0.2525;1;1
1.177;49.3713036;62.74495772;50.45435087;25.05437176;0.3037;0.6963;0;0
1.185;49.3713036;62.74495772;50.45435087;25.05437176;0.4868;0.5132;0;0
1.136;49.3713036;62.74495772;50.45435087;25.05437176;0.4826;0.5174;0;0
1.093;49.3713036;62.74495772;50.45435087;25.05437176;0.2857;0.7143;0;0
1.087;49.3713036;62.74495772;50.45435087;25.05437176;0.3333;0.6667;0;0
0.918;49.3713036;62.74495772;50.45435087;25.05437176;0.3043;0.6957;0;0
0.759;49.3713036;62.74495772;50.45435087;25.05437176;0.6178;0.3822;1;1
0.654;55.48570858;82.74299282;34.78417502;16.15859594;0.0693;0.9307;0;0
0.587;55.48570858;82.74299282;34.78417502;16.15859594;0.5562;0.4438;1;1
0.55;55.48570858;82.74299282;34.78417502;16.15859594;0.6019;0.3981;1;1
0.542;55.48570858;82.74299282;34.78417502;16.15859594;0.2273;0.7727;0;0
0.542;55.48570858;82.74299282;34.78417502;16.15859594;0.2644;0.7356;0;0
0.581;55.48570858;82.74299282;34.78417502;16.15859594;0.3474;0.6526;1;0
0.782;55.48570858;82.74299282;34.78417502;16.15859594;0.9697;0.0303;0;0
1.121;55.48570858;82.74299282;34.78417502;16.15859594;0.3;0.7;0;0
1.103;55.48570858;82.74299282;34.78417502;16.15859594;0.25;0.75;0;0
1.176;55.48570858;82.74299282;34.78417502;16.15859594;0.8333;0.1667;0;0
1.277;55.48570858;82.74299282;34.78417502;16.15859594;0.6014;0.3986;1;1
1.318;55.48570858;82.74299282;34.78417502;16.15859594;0.6238;0.3762;1;1
1.325;55.48570858;82.74299282;34.78417502;16.15859594;0.5484;0.4516;1;0
1.298;55.48570858;82.74299282;34.78417502;16.15859594;0.1765;0.8235;0;0
1.305;55.48570858;82.74299282;34.78417502;16.15859594;0.8448;0.1552;0;0
1.285;55.48570858;82.74299282;34.78417502;16.15859594;0.759;0.241;1;1
1.2;55.48570858;82.74299282;34.78417502;16.15859594;0.1594;0.8406;0;0
1.177;55.48570858;82.74299282;34.78417502;16.15859594;0.5928;0.4072;1;1
1.185;55.48570858;82.74299282;34.78417502;16.15859594;1;0;0;0
1.136;55.48570858;82.74299282;34.78417502;16.15859594;0.4425;0.5575;0;0
1.093;55.48570858;82.74299282;34.78417502;16.15859594;0.65;0.35;1;1
1.087;55.48570858;82.74299282;34.78417502;16.15859594;0.9029;0.0971;0;0
0.918;55.48570858;82.74299282;34.78417502;16.15859594;0.6372;0.3628;1;1
0.759;55.48570858;82.74299282;34.78417502;16.15859594;0.2743;0.7257;0;0
0.654;29.41912859;81.4105776;37.54554154;45.41992644;0;1;0;0
0.587;29.41912859;81.4105776;37.54554154;45.41992644;0.1905;0.8095;0;0
0.55;29.41912859;81.4105776;37.54554154;45.41992644;0.9508;0.0492;0;0
0.542;29.41912859;81.4105776;37.54554154;45.41992644;0.8;0.2;1;1
0.542;29.41912859;81.4105776;37.54554154;45.41992644;0.6667;0.3333;1;1
0.581;29.41912859;81.4105776;37.54554154;45.41992644;0.3333;0.6667;0;0
0.782;29.41912859;81.4105776;37.54554154;45.41992644;0.6857;0.3143;1;1
1.121;29.41912859;81.4105776;37.54554154;45.41992644;0.6818;0.3182;1;1
1.103;29.41912859;81.4105776;37.54554154;45.41992644;0.1304;0.8696;0;0
1.176;29.41912859;81.4105776;37.54554154;45.41992644;0.3167;0.6833;0;0
1.277;29.41912859;81.4105776;37.54554154;45.41992644;0.2812;0.7188;0;0
1.318;29.41912859;81.4105776;37.54554154;45.41992644;0.5615;0.4385;1;1
1.325;29.41912859;81.4105776;37.54554154;45.41992644;0.6771;0.3229;1;1
1.298;29.41912859;81.4105776;37.54554154;45.41992644;0.3839;0.6161;0;0
1.305;29.41912859;81.4105776;37.54554154;45.41992644;0.6;0.4;1;1
1.285;29.41912859;81.4105776;37.54554154;45.41992644;0.5769;0.4231;1;1
1.2;29.41912859;81.4105776;37.54554154;45.41992644;0.5482;0.4518;1;1
1.177;29.41912859;81.4105776;37.54554154;45.41992644;0.5242;0.4758;1;1
1.185;29.41912859;81.4105776;37.54554154;45.41992644;0.2419;0.7581;0;0
1.136;29.41912859;81.4105776;37.54554154;45.41992644;0.0753;0.9247;0;0
1.093;29.41912859;81.4105776;37.54554154;45.41992644;0.9688;0.0312;0;0
1.087;29.41912859;81.4105776;37.54554154;45.41992644;0.4869;0.5131;0;0
0.918;29.41912859;81.4105776;37.54554154;45.41992644;0.4497;0.5503;0;0
0.759;29.41912859;81.4105776;37.54554154;45.41992644;0.2262;0.7738;0;0
0.654;56.51477973;62.74495772;21.36794303;25.05437176;0.8889;0.1111;1;1
0.587;56.51477973;62.74495772;21.36794303;25.05437176;0.4462;0.5538;1;1
0.55;56.51477973;62.74495772;21.36794303;25.05437176;0.5753;0.4247;1;1
0.542;56.51477973;62.74495772;21.36794303;25.05437176;0.537;0.463;1;1
0.542;56.51477973;62.74495772;21.36794303;25.05437176;0.554;0.446;1;1
0.581;56.51477973;62.74495772;21.36794303;25.05437176;0.8;0.2;1;1
0.782;56.51477973;62.74495772;21.36794303;25.05437176;0.4786;0.5214;1;0
1.121;56.51477973;62.74495772;21.36794303;25.05437176;0.7778;0.2222;1;0
1.103;56.51477973;62.74495772;21.36794303;25.05437176;0.6622;0.3378;1;1
1.176;56.51477973;62.74495772;21.36794303;25.05437176;0.7011;0.2989;1;1
